"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"SPARC","Sun Pharma Advanced Research Company Limited","7(2)","SUDHIR V VALIA","Promoter Group","Equity Shares","1833951","0.7",,"1600000","214880000","Pledge Revoke","Equity Shares","1833951","0.7","08-May-2020","08-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-May-2020 20:08","https://archives.nseindia.com/corporate/xbrl/IT_1072375_253674_12052020080810_WEB.xml"
"SPARC","Sun Pharma Advanced Research Company Limited","7(2)","Raksha S Valia","Promoter Group","Equity Shares","4145231","1.58",,"771797","103652337","Pledge Revoke","Equity Shares","4145231","1.58","08-May-2020","08-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-May-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1072373_253664_12052020075744_WEB.xml"
"AVANTIFEED","Avanti Feeds Limited","7(2)","Gayatri Putchala","Promoter Group","Equity Shares","1500","0",,"1500","433356","Sell","Equity Shares","Nil","0","19-Mar-2020","19-Mar-2020","11-May-2020","Gift","-","-","0","0","0","0","NA","-","12-May-2020 19:56","https://archives.nseindia.com/corporate/xbrl/IT_1072372_253662_12052020075648_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","ESHWARI MURUGAN","Employees/Designated Employees","Equity Shares","98900","0",,"1900","955776","Sell","Equity Shares","97000","0","30-Apr-2020","30-Apr-2020","09-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 19:18","https://archives.nseindia.com/corporate/xbrl/IT_1072369_253614_12052020071857_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","ESHWARI MURUGAN","Employees/Designated Employees","Equity Shares","97000","0",,"2500","1283950","Sell","Equity Shares","94500","0","08-May-2020","08-May-2020","09-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 19:18","https://archives.nseindia.com/corporate/xbrl/IT_1072369_253614_12052020071857_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","SUBROTO BAGCHI-PROMOTER","Promoters","Equity Shares","4941498","3",,"2000","1840000","Sell","Equity Shares","4939498","3","11-May-2020","11-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 18:27","https://archives.nseindia.com/corporate/xbrl/IT_1072366_253535_12052020062659_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Pavan Kumar Jain","Other","Equity Shares","26000","0",,"500","782265","Sell","Equity Shares","25500","0","08-May-2020","08-May-2020","10-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1072364_253503_12052020060346_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","S Ramchandran","Other","Equity Shares","8980","0",,"1000","1575000","Sell","Equity Shares","7980","0","08-May-2020","08-May-2020","08-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1072364_253503_12052020060346_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","S Ramchandran","Other","Equity Shares","10480","0",,"1500","2250000","Sell","Equity Shares","8980","0","07-May-2020","07-May-2020","08-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1072364_253503_12052020060346_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","S Ramchandran","Other","Equity Shares","11980","0",,"1500","2227500","Sell","Equity Shares","10480","0","07-May-2020","07-May-2020","08-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1072364_253503_12052020060346_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Pavan Kumar Jain","Other","Equity Shares","26500","0",,"500","782265","Sell","Equity Shares","26000","0","08-May-2020","08-May-2020","10-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-May-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1072364_253503_12052020060346_WEB.xml"
"APTECHT","Aptech Limited","7(2)","ANIL PANT","Key Managerial Personnel","Equity Shares","163330","0.41",,"14306","1489255","Buy","Equity Shares","177636","0.44","09-May-2020","09-May-2020","12-May-2020","ESOP","-","-","0","0","0","0","NA","-","12-May-2020 16:28","https://archives.nseindia.com/corporate/xbrl/IT_1072361_253285_12052020042857_WEB.xml"
"UFLEX","UFLEX Limited","7(2)","Anshika Consultants Private Limited","Promoter Group","Equity Shares","3778524","5.23",,"150000","25875000","Pledge Revoke","Equity Shares","3778524","5.23","11-May-2020","11-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-May-2020 15:16","https://archives.nseindia.com/corporate/xbrl/IT_1072359_253102_12052020031559_WEB.xml"
"UFLEX","UFLEX Limited","7(2)","Flex International Private Limited","Promoter Group","Equity Shares","9197577","12.74",,"100000","17250000","Pledge Revoke","Equity Shares","9197577","12.74","11-May-2020","11-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-May-2020 15:16","https://archives.nseindia.com/corporate/xbrl/IT_1072359_253102_12052020031559_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","Prithavi Raj Jindal","Promoter Group","Equity Shares","285150","0.03",,"16037716","0","Buy","Equity Shares","16322866","1.6","08-May-2020","08-May-2020","12-May-2020","Off Market","-","-","0","0","0","0","NA","-","12-May-2020 13:54","https://archives.nseindia.com/corporate/xbrl/IT_1072357_252914_12052020015427_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","Ratan Jindal","Promoter Group","Equity Shares","17999786","1.76",,"16037716","0","Sell","Equity Shares","1962070","0.19","08-May-2020","08-May-2020","11-May-2020","Off Market","-","-","0","0","0","0","NA","-","12-May-2020 13:54","https://archives.nseindia.com/corporate/xbrl/IT_1072357_252914_12052020015427_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Suam Overseas Private Limited","Promoter Group","Equity Shares","470000","2.02",,"230000","6900000","Buy","Equity Shares","700000","3","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Aditya Biyani","Promoter Group","Equity Shares","320000","1.37",,"30000","900000","Buy","Equity Shares","350000","1.5","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Payal A Biyani","Promoter Group","Equity Shares","101000","0.43",,"48376","1451280","Buy","Equity Shares","149376","0.64","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Bhawna A Biyani","Promoter Group","Equity Shares","220000","0.94",,"50000","1500000","Buy","Equity Shares","270000","1.16","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Kanta Biyani","Promoters","Equity Shares","740000","3.18",,"60000","1800000","Buy","Equity Shares","800000","3.43","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Radhika A Biyani","Promoter Group","Equity Shares","80000","0.34",,"70000","2100000","Buy","Equity Shares","150000","0.64","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Abhishek A. Biyani","Promoter Group","Equity Shares","170000","0.73",,"130000","3900000","Buy","Equity Shares","300000","1.29","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Akshay Biyani","Promoter Group","Equity Shares","270000","1.16",,"130000","3900000","Buy","Equity Shares","400000","1.72","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Sanju A. Biyani","Promoter Group","Equity Shares","650000","2.79",,"150000","4500000","Buy","Equity Shares","800000","3.43","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","Anil D. Biyani","Promoters","Equity Shares","2950000","12.66",,"150000","4500000","Buy","Equity Shares","3100000","13.3","11-May-2020","11-May-2020","11-May-2020","Preferential Offer","-","-","0","0","0","0","NA","-","11-May-2020 23:18","https://archives.nseindia.com/corporate/xbrl/IT_1072355_252487_11052020111800_WEB.xml"
"SBICARD","Sbi Cards And Payment Services Limited","7(2)","SBI Life Insurance Company Limited","Promoter Group","Equity Shares","191196","0.02",,"4000","2289194","Sell","Equity Shares","187196","0.02","08-May-2020","08-May-2020","11-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","11-May-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1072353_252293_11052020070011_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Bhanu Vyapaar Private Limited","Promoter Group","Equity Shares","43765902","9.69",,"1100000","199760000","Pledge","Equity Shares","43765902","9.69","05-May-2020","05-May-2020","07-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","11-May-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1072351_252237_11052020062907_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Bhanu Vyapaar Private Limited","Promoter Group","Equity Shares","43765902","9.69",,"750000","135000000","Pledge","Equity Shares","43765902","9.69","08-May-2020","08-May-2020","09-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","11-May-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1072351_252237_11052020062907_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Prabhakar Viniyog Private Limited","Promoter Group","Equity Shares","20491492","4.54",,"350000","63122500","Pledge","Equity Shares","20491492","4.54","06-May-2020","06-May-2020","07-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","11-May-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1072351_252237_11052020062907_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","PUNEET NANDA","Employees/Designated Employees","Equity Shares","311100","0",,"20000","3516400","Buy","Equity Shares","331100","0","11-May-2020","11-May-2020","11-May-2020","ESOP","-","-","0","0","0","0","NA","-","11-May-2020 18:18","https://archives.nseindia.com/corporate/xbrl/IT_1072349_252216_11052020061844_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Vikrant N Tandon","Employees/Designated Employees","Equity Shares","23000","0",,"1000","944044","Sell","Equity Shares","22000","0","06-May-2020","06-May-2020","07-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","11-May-2020 18:02","https://archives.nseindia.com/corporate/xbrl/IT_1072347_252188_11052020060219_WEB.xml"
"SASKEN","Sasken Technologies Limited","7(2)","BHARAT  PATEL","Director","Equity Shares","5219","0.03",,"12000","4958065","Buy","Equity Shares","17219","0.11","11-May-2020","11-May-2020","11-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","11-May-2020 17:42","https://archives.nseindia.com/corporate/xbrl/IT_1072345_252156_11052020054204_WEB.xml"
"SANCO","Sanco Industries Limited","7(2)","SANJAY GUPTA","Promoters","Equity Shares","1787520","17.38",,"4374","30600","Sell","Equity Shares","1783146","17.34","23-Mar-2020","23-Mar-2020","11-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","11-May-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1072343_252146_11052020053554_WEB.xml"
"SBICARD","Sbi Cards And Payment Services Limited","7(2)","SBI Life Insurance Company Limited","Promoter Group","Equity Shares","298957","0.03",,"107761","61831959","Sell","Equity Shares","191196","0.02","07-May-2020","07-May-2020","09-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","11-May-2020 11:17","https://archives.nseindia.com/corporate/xbrl/IT_1072337_251614_11052020111719_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","K JAGAN MOHAN RAO","Employees/Designated Employees","Equity Shares","39500","0.04",,"2500","1108850","Buy","Equity Shares","42000","0.04","08-May-2020","08-May-2020","09-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","11-May-2020 10:51","https://archives.nseindia.com/corporate/xbrl/IT_1072335_251596_11052020105159_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","MANMOHAN PARNAMI","Key Managerial Personnel","Equity Shares","63958","0.02",,"9780","4332540","Buy","Equity Shares","73738","0.02","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","MANMOHAN PARNAMI","Key Managerial Personnel","Equity Shares","73738","0.02",,"9780","4332540","Pledge","Equity Shares","73738","0.02","08-May-2020","08-May-2020","08-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Uttam Tibrewal","Director","Equity Shares","4508135","1.48",,"963462","426813666","Pledge","Equity Shares","4508135","1.48","08-May-2020","08-May-2020","08-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","VIMAL JAIN","Key Managerial Personnel","Equity Shares","41872","0.01",,"9317","4127431","Buy","Equity Shares","51189","0.02","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Uttam Tibrewal","Director","Equity Shares","3544673","1.16",,"963462","426813666","Buy","Equity Shares","4508135","1.48","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Bhaskar Vittal Karkera","Employees/Designated Employees","Equity Shares","7041","0",,"15000","6645000","Buy","Equity Shares","22041","0.01","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","GURMEET SINGH GULHAR","Employees/Designated Employees","Equity Shares","6992","0",,"3213","1423359","Buy","Equity Shares","10205","0","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Kesar Chugh","Employees/Designated Employees","Equity Shares","10664","0",,"15891","7039713","Buy","Equity Shares","26555","0.01","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Kesar Chugh","Employees/Designated Employees","Equity Shares","26555","0.01",,"15891","7039713","Pledge","Equity Shares","26555","0.01","08-May-2020","08-May-2020","08-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","NITIN JAIN","Employees/Designated Employees","Equity Shares","8585","0",,"3391","1502213","Buy","Equity Shares","11976","0","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Raj Kumar Sharma","Employees/Designated Employees","Equity Shares","25696","0.01",,"7491","3318513","Buy","Equity Shares","33187","0.01","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","SULTAN RAM JAT","Employees/Designated Employees","Equity Shares","5955","0",,"7500","3322500","Buy","Equity Shares","13455","0","08-May-2020","08-May-2020","08-May-2020","ESOP","-","-","0","0","0","0","NA","-","10-May-2020 16:13","https://archives.nseindia.com/corporate/xbrl/IT_1072333_251481_10052020041325_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Priyam Alok","Employees/Designated Employees","Equity Shares","100013","0.04",,"15963","7544114","Sell","Equity Shares","84050","0.03","25-Mar-2020","25-Mar-2020","07-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-May-2020 15:32","https://archives.nseindia.com/corporate/xbrl/IT_1072331_251468_10052020033249_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Priyam Alok","Employees/Designated Employees","Equity Shares","108087","0.04",,"8074","3811194","Sell","Equity Shares","100013","0.04","25-Mar-2020","25-Mar-2020","07-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-May-2020 15:32","https://archives.nseindia.com/corporate/xbrl/IT_1072331_251468_10052020033249_WEB.xml"
